Artist,Listeners,Daily Trend,Peak,PkListeners
Ranjith Govind,"4,521,083","12,452",2358,"4,521,083"
Tedua,"4,519,147",670,2101,"4,801,605"
Luther Vandross,"4,518,328","11,022",2129,"4,588,523"
MERO,"4,516,990","1,781",1954,"4,642,530"
ZHU,"4,514,320","38,261",2175,"4,557,035"
jnhygs,"4,514,098","15,586",2363,"4,514,098"
Ray LaMontagne,"4,514,024","-7,731",2098,"4,531,499"
Poison,"4,511,065","18,520",2278,"4,514,172"
Four Tet,"4,510,844","-33,460",1632,"5,925,530"
JosÃ© Feliciano,"4,504,880",294,1916,"4,753,427"
Wheatus,"4,504,440","23,010",2015,"4,511,583"
PnB Rock,"4,503,706","-2,055",1634,"5,350,593"
DYSTINCT,"4,503,633","-11,428",1994,"5,019,225"
Vegedream,"4,500,192","-6,452",1823,"4,898,402"
Nadson O Ferinha,"4,500,192","10,328",2339,"4,510,327"
Kanishk Seth,"4,496,543","6,969",2205,"4,636,769"
Vicentico,"4,495,815","-11,638",2150,"4,515,358"
LIZOT,"4,495,015","-15,238",1879,"4,874,944"
Peter Plate,"4,495,015","14,375",2376,"4,495,015"
Showtek,"4,494,361","7,749",2018,"4,926,998"
Blind Melon,"4,492,763","-11,530",2165,"4,543,085"
Mustafa Zahid,"4,489,068","72,166",2379,"4,489,068"
Dan Caplen,"4,488,056","-1,591",2143,"4,639,521"
fam0uz,"4,487,261","10,202",2313,"4,511,435"
Yovie Widianto,"4,482,076","-12,139",1822,"5,335,015"
Hypaton,"4,479,350","-17,849",2010,"4,830,949"
Dybbukk,"4,479,278","-12,034",1629,"5,438,489"
Carpenters,"4,477,918","6,705",1985,"4,605,437"
Disco Lines,"4,476,702","-15,988",2059,"4,894,882"
Ulf Leo Sommer,"4,475,987","15,174",2387,"4,475,987"
Staind,"4,474,988",214,2078,"4,867,240"
Vicetone,"4,473,206","-7,076",2085,"4,694,092"
Ben&Ben,"4,472,921","-2,067",1859,"5,059,186"
Olivia O'Brien,"4,472,778","-3,281",1640,"5,363,511"
Shiraz Uppal,"4,471,924","7,161",1842,"5,292,492"
Julien Marchal,"4,471,426","-21,046",1664,"5,336,898"
RubÃ©n Blades,"4,469,863","-3,984",2145,"4,538,678"
Aloe Blacc,"4,465,470","-14,166",1806,"4,889,570"
Kapil Kapilan,"4,462,433","66,915",2396,"4,462,433"
Kontra K,"4,462,010","-19,348",2382,"4,481,358"
Ali Sethi,"4,461,658","-7,353",1572,"5,697,972"
Pouya,"4,454,776","-8,010",2129,"4,584,951"
Ayparia,"4,453,028","-70,295",1723,"5,782,673"
t.A.T.u.,"4,452,888","4,392",1884,"4,906,555"
Xanemusic,"4,451,352","1,952",779,"9,445,482"
Nina Chuba,"4,450,864",-70,1538,"5,671,256"
Fran C,"4,449,818","-6,289",1961,"4,863,720"
Night Lovell,"4,448,913","-4,115",1945,"4,668,037"
Sophie and the Giants,"4,445,924","1,456",1778,"5,528,305"
ZÃ© Vaqueiro,"4,445,716","25,907",1582,"5,470,612"
Otto Knows,"4,442,806","9,164",2166,"4,699,382"
Ravi Basrur,"4,436,115","-8,561",1813,"4,969,465"
Lucas & Steve,"4,431,792","-17,887",1745,"5,293,950"
Harish Raghavendra,"4,430,287","6,000",2254,"4,501,874"
MÅnia,"4,429,740","10,811",2321,"4,429,740"
Blue Swede,"4,428,442","-14,433",1922,"5,080,070"
Gorgon City,"4,427,623","-8,973",2171,"4,688,042"
SXMPRA,"4,426,124",-681,1901,"5,108,927"
Hamza,"4,425,579","-15,844",1647,"5,520,810"
Ikka,"4,425,307","3,736",1667,"5,328,895"
Srinivas,"4,420,012","-1,898",2402,"4,421,910"
MÃ½a,"4,418,997","-12,521",2066,"4,959,677"
Take That,"4,418,862","-3,998",1952,"5,001,981"
Toni Braxton,"4,418,862","5,667",2024,"4,794,806"
Rich Music LTD,"4,418,118","-5,829",2034,"4,668,037"
Madan Mohan,"4,417,780","6,802",2423,"4,417,780"
Snakehips,"4,416,767","-22,309",1325,"6,435,806"
Shae Gill,"4,416,497",202,1660,"5,260,900"
Tay-K,"4,415,620","14,664",2008,"4,718,738"
Waylon Jennings,"4,414,811","2,086",2177,"4,597,628"
Shoti,"4,413,599","-10,620",2177,"4,758,745"
JoÃ£o Bosco & Vinicius,"4,408,832","34,141",2429,"4,408,832"
Djavan,"4,408,095","11,121",2334,"4,408,095"
Fedez,"4,407,894","-21,436",2150,"4,767,763"
CHVRCHES,"4,403,219","10,146",1762,"5,098,789"
DJ Yuri Martins,"4,401,888","-11,711",1743,"5,113,640"
Salt-N-Pepa,"4,399,893","-24,870",2249,"4,445,023"
Skank,"4,398,035","14,160",2137,"4,398,035"
Dhibu Ninan Thomas,"4,397,703","-6,316",2411,"4,406,423"
Manan Bhardwaj,"4,397,041","43,979",2281,"4,480,353"
Jon Secada,"4,392,941",263,1868,"4,789,785"
j-hope,"4,392,348","2,438",640,"10,803,011"
Joy Division,"4,392,150","11,476",2303,"4,413,666"
Pinguini Tattici Nucleari,"4,391,952","-22,118",2254,"4,635,688"
La T y La M,"4,391,293","-3,101",1683,"5,215,379"
Modest Mouse,"4,387,676","-3,485",2234,"4,648,070"
Afro Bros,"4,384,006","31,261",2325,"4,511,287"
thiarajxtt,"4,383,940","-6,234",1943,"5,123,659"
Mr Eazi,"4,383,417","2,025",1921,"5,005,526"
Twista,"4,379,827","19,754",2228,"4,379,827"
Naughty Boy,"4,377,548","36,988",1937,"4,717,299"
Kizz Daniel,"4,374,432","6,206",2125,"4,805,607"
Pinkfong,"4,371,131","-6,808",2358,"4,393,932"
Laura Branigan,"4,368,807","-7,247",1939,"5,188,828"
BIN,"4,368,162",-774,1959,"4,662,988"
DJ Scheme,"4,367,131","3,342",2164,"4,583,605"
Molotov,"4,359,370","3,764",2325,"4,373,784"
Hande Yener,"4,359,306","7,133",2328,"4,450,724"
TWISTED,"4,357,455","-13,546",923,"8,195,322"
Julio Iglesias,"4,353,126","-12,397",2363,"4,434,329"
I Prevail,"4,352,808","-1,971",2128,"4,685,946"
PNL,"4,349,511",126,1959,"4,885,974"
Damas Gratis,"4,349,068","-23,550",2230,"4,661,368"
Baby Bash,"4,347,930","-6,913",2055,"4,409,971"
Yellowcard,"4,346,982","-20,987",2165,"4,767,385"
Dj Chetas,"4,345,530","17,760",1874,"4,945,946"
Shruti Pathak,"4,345,467","-4,171",1767,"5,422,202"
ANOTR,"4,342,004","-3,211",2263,"4,565,636"
Meat Loaf,"4,340,434","-8,191",1842,"4,944,940"
La Sonora Dinamita,"4,338,616","-7,230",2300,"4,360,841"
NO1-NOAH,"4,335,550","-2,878",2187,"4,634,441"
lucaf.,"4,335,550","11,926",2113,"4,792,389"
Sebastian Ingrosso,"4,334,551","-7,391",2219,"4,442,806"
Puddle Of Mudd,"4,331,871","10,345",2195,"4,331,871"
Headie One,"4,327,832","-33,201",1561,"5,729,948"
Spandau Ballet,"4,325,602","7,154",2277,"4,328,825"
Rkomi,"4,322,636","-3,090",2290,"4,521,904"
Imogen Heap,"4,318,817","43,476",2475,"4,318,817"
Annalisa,"4,318,633","-4,929",2181,"4,702,214"
Travis Tritt,"4,318,141","8,262",2228,"4,596,505"
LegiÃ£o Urbana,"4,318,080","32,127",2371,"4,318,080"
Agust D,"4,315,441","-5,530",904,"8,823,983"
Seu Jorge,"4,312,748","20,880",2429,"4,312,748"
Drowning Pool,"4,309,452","5,409",2477,"4,309,452"
Onda Sabanera,"4,306,896",-304,2198,"4,679,162"
Mura Masa,"4,305,378","76,251",1860,"4,790,556"
SG Lewis,"4,298,481","1,266",1798,"5,053,596"
Grupo Recluta,"4,297,878","19,347",1573,"5,750,882"
Chalino Sanchez,"4,296,192","5,641",2363,"4,331,248"
Styx,"4,295,710","-2,349",2388,"4,375,989"
Kris Kristofferson,"4,294,989","13,258",2488,"4,294,989"
Tierry,"4,293,968","27,789",2228,"4,293,968"
Ritviz,"4,292,828","1,199",2386,"4,344,270"
Merk & Kremont,"4,292,348","-8,004",2396,"4,412,388"
Parson James,"4,291,689","7,463",2480,"4,293,608"
Christopher Jackson,"4,286,251","43,947",2493,"4,286,251"
Rush,"4,285,059","5,048",2265,"4,285,059"
YBN Nahmir,"4,281,434","-3,328",1995,"4,684,202"
JosÃ© Luis Perales,"4,279,952","1,953",2291,"4,361,097"
Olamide,"4,279,241",-415,2384,"4,301,258"
Shalmali Kholgade,"4,277,053","6,831",1926,"4,717,659"
La Receta,"4,276,935","-22,632",2405,"4,401,754"
Violet Days,"4,274,633","-37,993",2029,"4,974,853"
